Time (s), Avg Current (mA), Avg Voltage (V), Avg Power (mW)
1460081045.359520, 242.000, 4.903, 1186.623
1460081045.359720, 243.000, 4.903, 1191.526
1460081045.359920, 241.500, 4.903, 1184.171
1460081045.360120, 242.500, 4.903, 1189.075
1460081045.360320, 242.000, 4.903, 1186.623
1460081045.360520, 242.000, 4.903, 1186.623
1460081045.360720, 242.500, 4.903, 1189.075
1460081045.360920, 242.000, 4.903, 1186.623
1460081045.361120, 242.500, 4.903, 1189.075
1460081045.361320, 243.000, 4.903, 1191.526
1460081045.361520, 242.500, 4.903, 1189.075
1460081045.361720, 242.500, 4.903, 1189.075
1460081045.361920, 242.000, 4.903, 1186.623
1460081045.362120, 242.000, 4.903, 1186.623
1460081045.362320, 242.500, 4.903, 1189.075
1460081045.362520, 242.000, 4.903, 1186.623
1460081045.362720, 242.000, 4.903, 1186.623
1460081045.362920, 246.500, 4.903, 1208.688
1460081045.363120, 240.000, 4.903, 1176.816
1460081045.363320, 245.500, 4.903, 1203.785
1460081045.363520, 243.500, 4.903, 1193.978
1460081045.363720, 243.000, 4.903, 1191.526
1460081045.363920, 243.000, 4.903, 1191.526
1460081045.364120, 242.500, 4.903, 1189.075
1460081045.364320, 242.000, 4.903, 1186.623
1460081045.364520, 242.500, 4.903, 1189.075
1460081045.364720, 242.000, 4.903, 1186.623
1460081045.364920, 242.000, 4.903, 1186.623
1460081045.365120, 243.000, 4.903, 1191.526
1460081045.365320, 244.000, 4.903, 1196.430
1460081045.365520, 245.000, 4.903, 1201.333
1460081045.365720, 243.000, 4.903, 1191.526
1460081045.365920, 242.000, 4.903, 1186.623
1460081045.366120, 242.000, 4.903, 1186.623
1460081045.366320, 242.500, 4.903, 1189.075
1460081045.366520, 242.000, 4.903, 1186.623
1460081045.366720, 242.000, 4.903, 1186.623
1460081045.366920, 242.500, 4.903, 1189.075
1460081045.367120, 243.500, 4.903, 1193.978
1460081045.367320, 242.000, 4.903, 1186.623
1460081045.367520, 243.500, 4.903, 1193.978
1460081045.367720, 242.000, 4.903, 1186.623
1460081045.367920, 241.500, 4.903, 1184.171
1460081045.368120, 240.500, 4.903, 1179.268
1460081045.368320, 241.500, 4.903, 1184.171
1460081045.368520, 241.500, 4.903, 1184.171
1460081045.368720, 241.000, 4.903, 1181.719
1460081045.368920, 241.000, 4.903, 1181.719
1460081045.369120, 240.500, 4.903, 1179.268
1460081045.369320, 240.000, 4.903, 1176.816
