Time (s), Avg Current (mA), Avg Voltage (V), Avg Power (mW)
1460080861.360830, 252.500, 4.912, 1240.356
1460080861.361030, 250.000, 4.912, 1228.075
1460080861.361230, 252.000, 4.912, 1237.900
1460080861.361430, 248.500, 4.912, 1220.707
1460080861.361630, 248.000, 4.912, 1218.250
1460080861.361830, 247.000, 4.912, 1213.338
1460080861.362030, 243.500, 4.912, 1196.145
1460080861.362230, 242.500, 4.912, 1191.233
1460080861.362430, 243.000, 4.912, 1193.689
1460080861.362630, 242.000, 4.912, 1188.777
1460080861.362830, 241.500, 4.912, 1186.320
1460080861.363030, 241.500, 4.912, 1186.320
1460080861.363230, 241.500, 4.912, 1186.320
1460080861.363430, 240.500, 4.912, 1181.408
1460080861.363630, 242.000, 4.912, 1188.777
1460080861.363830, 241.500, 4.912, 1186.320
1460080861.364030, 241.000, 4.912, 1183.864
1460080861.364230, 245.500, 4.912, 1205.970
1460080861.364430, 243.000, 4.912, 1193.689
1460080861.364630, 242.000, 4.912, 1188.777
1460080861.364830, 241.000, 4.912, 1183.864
1460080861.365030, 241.500, 4.912, 1186.320
1460080861.365230, 241.500, 4.912, 1186.320
1460080861.365430, 241.500, 4.912, 1186.320
1460080861.365630, 241.500, 4.912, 1186.320
1460080861.365830, 241.000, 4.912, 1183.864
1460080861.366030, 241.500, 4.912, 1186.320
1460080861.366230, 244.000, 4.912, 1198.601
1460080861.366430, 242.500, 4.912, 1191.233
1460080861.366630, 244.500, 4.912, 1201.057
1460080861.366830, 242.000, 4.912, 1188.777
1460080861.367030, 241.500, 4.912, 1186.320
1460080861.367230, 241.000, 4.912, 1183.864
1460080861.367430, 241.500, 4.912, 1186.320
1460080861.367630, 241.500, 4.912, 1186.320
1460080861.367830, 241.000, 4.912, 1183.864
1460080861.368030, 241.500, 4.912, 1186.320
1460080861.368230, 244.500, 4.912, 1201.057
1460080861.368430, 256.000, 4.912, 1257.549
1460080861.368630, 247.000, 4.912, 1213.338
1460080861.368830, 243.500, 4.912, 1196.145
1460080861.369030, 242.000, 4.912, 1188.777
1460080861.369230, 241.500, 4.912, 1186.320
1460080861.369430, 241.500, 4.912, 1186.320
1460080861.369630, 241.500, 4.912, 1186.320
1460080861.369830, 241.000, 4.912, 1183.864
1460080861.370030, 241.500, 4.912, 1186.320
1460080861.370230, 243.000, 4.912, 1193.689
1460080861.370430, 241.500, 4.912, 1186.320
1460080861.370630, 241.500, 4.912, 1186.320
1460080861.370830, 241.000, 4.912, 1183.864
1460080861.371030, 241.500, 4.912, 1186.320
1460080861.371230, 241.000, 4.912, 1183.864
1460080861.371430, 241.000, 4.912, 1183.864
1460080861.371630, 240.500, 4.912, 1181.408
1460080861.371830, 241.000, 4.912, 1183.864
1460080861.372030, 241.000, 4.912, 1183.864
1460080861.372230, 247.000, 4.912, 1213.338
1460080861.372430, 244.000, 4.912, 1198.601
1460080861.372630, 242.000, 4.912, 1188.777
1460080861.372830, 242.500, 4.912, 1191.233
1460080861.373030, 242.000, 4.912, 1188.777
1460080861.373230, 242.500, 4.912, 1191.233
1460080861.373430, 242.000, 4.912, 1188.777
1460080861.373630, 242.000, 4.912, 1188.777
1460080861.373830, 241.500, 4.912, 1186.320
1460080861.374030, 241.000, 4.912, 1183.864
1460080861.374230, 243.000, 4.912, 1193.689
1460080861.374430, 242.500, 4.912, 1191.233
1460080861.374630, 254.500, 4.912, 1250.180
1460080861.374830, 243.500, 4.912, 1196.145
1460080861.375030, 242.000, 4.912, 1188.777
1460080861.375230, 241.500, 4.912, 1186.320
1460080861.375430, 240.000, 4.912, 1178.952
1460080861.375630, 240.000, 4.912, 1178.952
1460080861.375830, 240.500, 4.912, 1181.408
1460080861.376030, 240.500, 4.912, 1181.408
1460080861.376230, 240.000, 4.912, 1178.952
1460080861.376430, 240.000, 4.912, 1178.952
1460080861.376630, 241.000, 4.912, 1183.864
1460080861.376830, 245.500, 4.912, 1205.970
1460080861.377030, 238.000, 4.912, 1169.127
1460080861.377230, 241.500, 4.912, 1186.320
1460080861.377430, 241.000, 4.912, 1183.864
1460080861.377630, 241.500, 4.912, 1186.320
1460080861.377830, 248.000, 4.912, 1218.250
1460080861.378030, 247.500, 4.912, 1215.794
1460080861.378230, 247.500, 4.912, 1215.794
1460080861.378430, 249.000, 4.912, 1223.163
1460080861.378630, 252.500, 4.912, 1240.356
1460080861.378830, 253.500, 4.912, 1245.268
1460080861.379030, 250.500, 4.912, 1230.531
1460080861.379230, 252.000, 4.912, 1237.900
1460080861.379430, 248.500, 4.912, 1220.707
1460080861.379630, 247.500, 4.912, 1215.794
1460080861.379830, 246.500, 4.912, 1210.882
1460080861.380030, 242.500, 4.912, 1191.233
1460080861.380230, 247.000, 4.912, 1213.338
1460080861.380430, 244.500, 4.912, 1201.057
1460080861.380630, 242.000, 4.912, 1188.777
1460080861.380830, 241.000, 4.912, 1183.864
1460080861.381030, 242.000, 4.912, 1188.777
1460080861.381230, 241.500, 4.912, 1186.320
1460080861.381430, 241.500, 4.912, 1186.320
1460080861.381630, 241.500, 4.912, 1186.320
1460080861.381830, 241.500, 4.912, 1186.320
1460080861.382030, 241.000, 4.912, 1183.864
1460080861.382230, 244.500, 4.912, 1201.057
1460080861.382430, 243.000, 4.912, 1193.689
1460080861.382630, 243.500, 4.912, 1196.145
1460080861.382830, 241.500, 4.912, 1186.320
1460080861.383030, 243.000, 4.912, 1193.689
1460080861.383230, 241.500, 4.912, 1186.320
1460080861.383430, 241.500, 4.912, 1186.320
1460080861.383630, 241.500, 4.912, 1186.320
1460080861.383830, 242.000, 4.912, 1188.777
1460080861.384030, 241.500, 4.912, 1186.320
1460080861.384230, 242.000, 4.912, 1188.777
1460080861.384430, 242.000, 4.912, 1188.777
1460080861.384630, 242.000, 4.912, 1188.777
1460080861.384830, 242.000, 4.912, 1188.777
1460080861.385030, 241.500, 4.912, 1186.320
1460080861.385230, 242.000, 4.912, 1188.777
1460080861.385430, 241.000, 4.912, 1183.864
1460080861.385630, 242.000, 4.912, 1188.777
1460080861.385830, 242.000, 4.912, 1188.777
1460080861.386030, 241.500, 4.912, 1186.320
1460080861.386230, 241.500, 4.912, 1186.320
1460080861.386430, 241.500, 4.912, 1186.320
1460080861.386630, 241.500, 4.912, 1186.320
1460080861.386830, 241.500, 4.912, 1186.320
1460080861.387030, 242.000, 4.912, 1188.777
1460080861.387230, 241.500, 4.912, 1186.320
1460080861.387430, 241.500, 4.912, 1186.320
1460080861.387630, 241.500, 4.912, 1186.320
1460080861.387830, 241.500, 4.912, 1186.320
1460080861.388030, 241.000, 4.912, 1183.864
1460080861.388230, 244.500, 4.912, 1201.057
1460080861.388430, 244.000, 4.912, 1198.601
1460080861.388630, 242.500, 4.912, 1191.233
1460080861.388830, 242.000, 4.912, 1188.777
1460080861.389030, 242.000, 4.912, 1188.777
1460080861.389230, 242.000, 4.912, 1188.777
1460080861.389430, 242.000, 4.912, 1188.777
1460080861.389630, 241.500, 4.912, 1186.320
1460080861.389830, 242.000, 4.912, 1188.777
1460080861.390030, 242.000, 4.912, 1188.777
1460080861.390230, 245.500, 4.912, 1205.970
1460080861.390430, 243.500, 4.912, 1196.145
1460080861.390630, 244.500, 4.912, 1201.057
1460080861.390830, 242.000, 4.912, 1188.777
1460080861.391030, 241.000, 4.912, 1183.864
1460080861.391230, 241.500, 4.912, 1186.320
1460080861.391430, 241.000, 4.912, 1183.864
1460080861.391630, 240.500, 4.912, 1181.408
1460080861.391830, 241.500, 4.912, 1186.320
1460080861.392030, 241.000, 4.912, 1183.864
1460080861.392230, 240.500, 4.912, 1181.408
1460080861.392430, 240.500, 4.912, 1181.408
1460080861.392630, 240.500, 4.912, 1181.408
1460080861.392830, 240.000, 4.912, 1178.952
1460080861.393030, 240.500, 4.912, 1181.408
1460080861.393230, 240.000, 4.912, 1178.952
1460080861.393430, 242.000, 4.912, 1188.777
1460080861.393630, 241.500, 4.912, 1186.320
1460080861.393830, 242.500, 4.912, 1191.233
1460080861.394030, 242.500, 4.912, 1191.233
1460080861.394230, 241.500, 4.912, 1186.320
1460080861.394430, 242.000, 4.912, 1188.777
1460080861.394630, 241.500, 4.912, 1186.320
1460080861.394830, 245.500, 4.912, 1205.970
1460080861.395030, 238.000, 4.912, 1169.127
1460080861.395230, 243.500, 4.912, 1196.145
1460080861.395430, 242.500, 4.912, 1191.233
1460080861.395630, 242.000, 4.912, 1188.777
1460080861.395830, 248.000, 4.912, 1218.250
1460080861.396030, 247.500, 4.912, 1215.794
1460080861.396230, 251.500, 4.912, 1235.443
1460080861.396430, 250.500, 4.912, 1230.531
1460080861.396630, 252.000, 4.912, 1237.900
1460080861.396830, 251.500, 4.912, 1235.443
1460080861.397030, 251.000, 4.912, 1232.987
1460080861.397230, 252.500, 4.912, 1240.356
1460080861.397430, 249.500, 4.912, 1225.619
1460080861.397630, 248.000, 4.912, 1218.250
1460080861.397830, 247.000, 4.912, 1213.338
1460080861.398030, 243.500, 4.912, 1196.145
1460080861.398230, 244.500, 4.912, 1201.057
1460080861.398430, 244.000, 4.912, 1198.601
1460080861.398630, 245.000, 4.912, 1203.514
1460080861.398830, 242.000, 4.912, 1188.777
1460080861.399030, 241.000, 4.912, 1183.864
1460080861.399230, 241.500, 4.912, 1186.320
1460080861.399430, 242.000, 4.912, 1188.777
1460080861.399630, 242.000, 4.912, 1188.777
1460080861.399830, 241.500, 4.912, 1186.320
1460080861.400030, 242.000, 4.912, 1188.777
1460080861.400230, 242.000, 4.912, 1188.777
1460080861.400430, 241.500, 4.912, 1186.320
1460080861.400630, 242.000, 4.912, 1188.777
1460080861.400830, 241.500, 4.912, 1186.320
1460080861.401030, 242.000, 4.912, 1188.777
1460080861.401230, 241.500, 4.912, 1186.320
1460080861.401430, 241.500, 4.912, 1186.320
1460080861.401630, 241.500, 4.912, 1186.320
1460080861.401830, 241.500, 4.912, 1186.320
1460080861.402030, 242.000, 4.912, 1188.777
1460080861.402230, 241.500, 4.912, 1186.320
1460080861.402430, 242.000, 4.912, 1188.777
1460080861.402630, 241.500, 4.912, 1186.320
1460080861.402830, 241.500, 4.912, 1186.320
1460080861.403030, 242.000, 4.912, 1188.777
1460080861.403230, 241.500, 4.912, 1186.320
1460080861.403430, 241.500, 4.912, 1186.320
1460080861.403630, 241.500, 4.912, 1186.320
1460080861.403830, 241.500, 4.912, 1186.320
1460080861.404030, 241.500, 4.912, 1186.320
1460080861.404230, 244.000, 4.912, 1198.601
1460080861.404430, 243.500, 4.912, 1196.145
1460080861.404630, 242.000, 4.912, 1188.777
1460080861.404830, 242.000, 4.912, 1188.777
1460080861.405030, 242.000, 4.912, 1188.777
1460080861.405230, 241.500, 4.912, 1186.320
1460080861.405430, 242.000, 4.912, 1188.777
1460080861.405630, 242.000, 4.912, 1188.777
1460080861.405830, 242.000, 4.912, 1188.777
1460080861.406030, 242.000, 4.912, 1188.777
1460080861.406230, 244.500, 4.912, 1201.057
1460080861.406430, 243.500, 4.912, 1196.145
1460080861.406630, 245.000, 4.912, 1203.514
1460080861.406830, 242.500, 4.912, 1191.233
1460080861.407030, 242.000, 4.912, 1188.777
1460080861.407230, 242.000, 4.912, 1188.777
1460080861.407430, 241.000, 4.912, 1183.864
1460080861.407630, 240.500, 4.912, 1181.408
1460080861.407830, 241.000, 4.912, 1183.864
1460080861.408030, 241.000, 4.912, 1183.864
1460080861.408230, 240.500, 4.912, 1181.408
1460080861.408430, 241.500, 4.912, 1186.320
1460080861.408630, 241.500, 4.912, 1186.320
1460080861.408830, 240.500, 4.912, 1181.408
1460080861.409030, 240.500, 4.912, 1181.408
1460080861.409230, 240.500, 4.912, 1181.408
1460080861.409430, 240.500, 4.912, 1181.408
1460080861.409630, 240.500, 4.912, 1181.408
1460080861.409830, 240.500, 4.912, 1181.408
1460080861.410030, 241.000, 4.912, 1183.864
1460080861.410230, 242.500, 4.912, 1191.233
1460080861.410430, 242.000, 4.912, 1188.777
1460080861.410630, 242.000, 4.912, 1188.777
1460080861.410830, 241.500, 4.912, 1186.320
1460080861.411030, 242.000, 4.912, 1188.777
1460080861.411230, 242.000, 4.912, 1188.777
1460080861.411430, 241.500, 4.912, 1186.320
1460080861.411630, 243.000, 4.912, 1193.689
1460080861.411830, 242.500, 4.912, 1191.233
1460080861.412030, 242.000, 4.912, 1188.777
1460080861.412230, 245.500, 4.912, 1205.970
1460080861.412430, 243.500, 4.912, 1196.145
1460080861.412630, 242.000, 4.912, 1188.777
1460080861.412830, 245.500, 4.912, 1205.970
1460080861.413030, 238.000, 4.912, 1169.127
1460080861.413230, 241.500, 4.912, 1186.320
1460080861.413430, 241.000, 4.912, 1183.864
1460080861.413630, 242.000, 4.912, 1188.777
1460080861.413830, 248.500, 4.912, 1220.707
1460080861.414030, 247.500, 4.912, 1215.794
1460080861.414230, 250.000, 4.912, 1228.075
1460080861.414430, 249.500, 4.912, 1225.619
1460080861.414630, 254.500, 4.912, 1250.180
1460080861.414830, 253.500, 4.912, 1245.268
1460080861.415030, 250.500, 4.912, 1230.531
1460080861.415230, 252.000, 4.912, 1237.900
1460080861.415430, 249.500, 4.912, 1225.619
1460080861.415630, 248.000, 4.912, 1218.250
1460080861.415830, 247.000, 4.912, 1213.338
1460080861.416030, 244.000, 4.912, 1198.601
1460080861.416230, 242.000, 4.912, 1188.777
1460080861.416430, 242.000, 4.912, 1188.777
1460080861.416630, 241.500, 4.912, 1186.320
1460080861.416830, 241.500, 4.912, 1186.320
1460080861.417030, 242.000, 4.912, 1188.777
1460080861.417230, 242.000, 4.912, 1188.777
1460080861.417430, 241.500, 4.912, 1186.320
1460080861.417630, 241.000, 4.912, 1183.864
1460080861.417830, 241.500, 4.912, 1186.320
1460080861.418030, 241.500, 4.912, 1186.320
1460080861.418230, 240.500, 4.912, 1181.408
1460080861.418430, 241.500, 4.912, 1186.320
1460080861.418630, 243.000, 4.912, 1193.689
1460080861.418830, 243.000, 4.912, 1193.689
1460080861.419030, 243.000, 4.912, 1193.689
1460080861.419230, 243.000, 4.912, 1193.689
1460080861.419430, 242.000, 4.912, 1188.777
1460080861.419630, 241.500, 4.912, 1186.320
1460080861.419830, 242.000, 4.912, 1188.777
1460080861.420030, 242.000, 4.912, 1188.777
1460080861.420230, 245.500, 4.912, 1205.970
1460080861.420430, 244.000, 4.912, 1198.601
1460080861.420630, 241.000, 4.912, 1183.864
1460080861.420830, 241.500, 4.912, 1186.320
1460080861.421030, 241.500, 4.912, 1186.320
1460080861.421230, 242.000, 4.912, 1188.777
1460080861.421430, 242.000, 4.912, 1188.777
1460080861.421630, 241.500, 4.912, 1186.320
1460080861.421830, 241.500, 4.912, 1186.320
1460080861.422030, 242.000, 4.912, 1188.777
1460080861.422230, 245.000, 4.912, 1203.514
1460080861.422430, 243.500, 4.912, 1196.145
1460080861.422630, 244.500, 4.912, 1201.057
1460080861.422830, 242.500, 4.912, 1191.233
1460080861.423030, 242.000, 4.912, 1188.777
1460080861.423230, 241.500, 4.912, 1186.320
1460080861.423430, 241.500, 4.912, 1186.320
1460080861.423630, 242.000, 4.912, 1188.777
1460080861.423830, 241.500, 4.912, 1186.320
1460080861.424030, 241.500, 4.912, 1186.320
1460080861.424230, 241.000, 4.912, 1183.864
1460080861.424430, 241.000, 4.912, 1183.864
1460080861.424630, 241.000, 4.912, 1183.864
1460080861.424830, 240.500, 4.912, 1181.408
1460080861.425030, 240.500, 4.912, 1181.408
1460080861.425230, 241.500, 4.912, 1186.320
1460080861.425430, 240.500, 4.912, 1181.408
1460080861.425630, 240.500, 4.912, 1181.408
1460080861.425830, 240.500, 4.912, 1181.408
1460080861.426030, 240.000, 4.912, 1178.952
1460080861.426230, 240.000, 4.912, 1178.952
1460080861.426430, 240.500, 4.912, 1181.408
1460080861.426630, 241.500, 4.912, 1186.320
1460080861.426830, 241.500, 4.912, 1186.320
1460080861.427030, 242.000, 4.912, 1188.777
1460080861.427230, 243.500, 4.912, 1196.145
1460080861.427430, 244.500, 4.912, 1201.057
1460080861.427630, 245.000, 4.912, 1203.514
1460080861.427830, 244.000, 4.912, 1198.601
1460080861.428030, 244.500, 4.912, 1201.057
1460080861.428230, 247.500, 4.912, 1215.794
1460080861.428430, 247.000, 4.912, 1213.338
1460080861.428630, 245.000, 4.912, 1203.514
1460080861.428830, 244.000, 4.912, 1198.601
1460080861.429030, 243.500, 4.912, 1196.145
1460080861.429230, 244.000, 4.912, 1198.601
1460080861.429430, 244.000, 4.912, 1198.601
1460080861.429630, 244.000, 4.912, 1198.601
1460080861.429830, 243.500, 4.912, 1196.145
1460080861.430030, 243.500, 4.912, 1196.145
1460080861.430230, 246.000, 4.912, 1208.426
1460080861.430430, 246.000, 4.912, 1208.426
1460080861.430630, 247.500, 4.912, 1215.794
1460080861.430830, 248.500, 4.912, 1220.707
1460080861.431030, 240.000, 4.912, 1178.952
1460080861.431230, 244.000, 4.912, 1198.601
1460080861.431430, 244.000, 4.912, 1198.601
1460080861.431630, 243.500, 4.912, 1196.145
1460080861.431830, 250.000, 4.912, 1228.075
1460080861.432030, 250.000, 4.912, 1228.075
1460080861.432230, 250.000, 4.912, 1228.075
1460080861.432430, 250.500, 4.912, 1230.531
1460080861.432630, 254.000, 4.912, 1247.724
1460080861.432830, 254.500, 4.912, 1250.180
1460080861.433030, 252.500, 4.912, 1240.356
1460080861.433230, 254.000, 4.912, 1247.724
1460080861.433420, 251.500, 4.912, 1235.443
1460080861.433630, 250.500, 4.912, 1230.531
1460080861.433830, 250.000, 4.912, 1228.075
1460080861.434030, 246.000, 4.912, 1208.426
1460080861.434230, 244.500, 4.912, 1201.057
1460080861.434430, 244.000, 4.912, 1198.601
1460080861.434630, 244.000, 4.912, 1198.601
1460080861.434830, 244.000, 4.912, 1198.601
1460080861.435030, 244.000, 4.912, 1198.601
1460080861.435230, 243.500, 4.912, 1196.145
1460080861.435430, 243.500, 4.912, 1196.145
1460080861.435630, 246.000, 4.912, 1208.426
1460080861.435830, 277.000, 4.912, 1360.707
1460080861.436030, 290.500, 4.912, 1427.023
1460080861.436230, 294.000, 4.912, 1444.216
1460080861.436430, 294.500, 4.912, 1446.672
1460080861.436630, 291.000, 4.912, 1429.479
1460080861.436830, 291.500, 4.912, 1431.935
1460080861.437030, 292.000, 4.912, 1434.392
1460080861.437230, 291.000, 4.912, 1429.479
1460080861.437430, 292.500, 4.912, 1436.848
1460080861.437630, 293.000, 4.912, 1439.304
1460080861.437830, 292.500, 4.912, 1436.848
1460080861.438030, 293.000, 4.912, 1439.304
1460080861.438230, 295.000, 4.912, 1449.129
1460080861.438430, 294.000, 4.912, 1444.216
1460080861.438630, 294.000, 4.912, 1444.216
1460080861.438830, 289.000, 4.912, 1419.655
1460080861.439030, 288.000, 4.912, 1414.742
1460080861.439230, 287.500, 4.912, 1412.286
1460080861.439430, 287.500, 4.912, 1412.286
1460080861.439630, 287.500, 4.912, 1412.286
1460080861.439830, 287.500, 4.912, 1412.286
1460080861.440030, 287.000, 4.912, 1409.830
1460080861.440230, 288.000, 4.912, 1414.742
1460080861.440430, 287.500, 4.912, 1412.286
1460080861.440630, 287.000, 4.912, 1409.830
1460080861.440830, 287.500, 4.912, 1412.286
1460080861.441030, 290.500, 4.912, 1427.023
1460080861.441230, 292.500, 4.912, 1436.848
1460080861.441430, 276.500, 4.912, 1358.251
1460080861.441630, 250.000, 4.912, 1228.075
1460080861.441830, 240.500, 4.912, 1181.408
1460080861.442030, 241.000, 4.912, 1183.864
1460080861.442230, 241.000, 4.912, 1183.864
1460080861.442430, 241.000, 4.912, 1183.864
1460080861.442630, 240.500, 4.912, 1181.408
1460080861.442830, 240.500, 4.912, 1181.408
1460080861.443030, 240.500, 4.912, 1181.408
1460080861.443230, 240.500, 4.912, 1181.408
1460080861.443430, 241.500, 4.912, 1186.320
1460080861.443630, 242.000, 4.912, 1188.777
1460080861.443830, 241.500, 4.912, 1186.320
1460080861.444030, 242.000, 4.912, 1188.777
1460080861.444230, 245.500, 4.912, 1205.970
1460080861.444430, 245.000, 4.912, 1203.514
1460080861.444630, 242.500, 4.912, 1191.233
1460080861.444830, 242.000, 4.912, 1188.777
1460080861.445030, 241.500, 4.912, 1186.320
1460080861.445230, 248.000, 4.912, 1218.250
1460080861.445430, 253.500, 4.912, 1245.268
1460080861.445630, 244.500, 4.912, 1201.057
1460080861.445830, 242.500, 4.912, 1191.233
1460080861.446030, 242.000, 4.912, 1188.777
1460080861.446230, 245.000, 4.912, 1203.514
1460080861.446430, 243.000, 4.912, 1193.689
1460080861.446630, 245.500, 4.912, 1205.970
1460080861.446830, 242.000, 4.912, 1188.777
1460080861.447030, 242.500, 4.912, 1191.233
1460080861.447230, 242.000, 4.912, 1188.777
1460080861.447430, 242.000, 4.912, 1188.777
1460080861.447630, 241.000, 4.912, 1183.864
1460080861.447830, 242.000, 4.912, 1188.777
1460080861.448030, 241.500, 4.912, 1186.320
1460080861.448230, 242.000, 4.912, 1188.777
1460080861.448430, 242.500, 4.912, 1191.233
1460080861.448630, 242.500, 4.912, 1191.233
1460080861.448830, 246.000, 4.912, 1208.426
1460080861.449030, 238.000, 4.912, 1169.127
1460080861.449230, 241.500, 4.912, 1186.320
1460080861.449430, 241.000, 4.912, 1183.864
1460080861.449630, 242.500, 4.912, 1191.233
1460080861.449830, 248.500, 4.912, 1220.707
1460080861.450030, 247.500, 4.912, 1215.794
1460080861.450230, 249.000, 4.912, 1223.163
1460080861.450430, 249.500, 4.912, 1225.619
1460080861.450630, 252.000, 4.912, 1237.900
1460080861.450830, 253.000, 4.912, 1242.812
1460080861.451030, 250.500, 4.912, 1230.531
1460080861.451230, 251.000, 4.912, 1232.987
1460080861.451430, 250.000, 4.912, 1228.075
1460080861.451630, 247.500, 4.912, 1215.794
1460080861.451830, 247.000, 4.912, 1213.338
1460080861.452030, 244.500, 4.912, 1201.057
1460080861.452230, 246.500, 4.912, 1210.882
1460080861.452430, 244.000, 4.912, 1198.601
1460080861.452630, 242.000, 4.912, 1188.777
1460080861.452830, 242.000, 4.912, 1188.777
1460080861.453030, 242.500, 4.912, 1191.233
1460080861.453230, 242.000, 4.912, 1188.777
1460080861.453430, 242.000, 4.912, 1188.777
1460080861.453630, 241.500, 4.912, 1186.320
1460080861.453830, 242.000, 4.912, 1188.777
1460080861.454030, 242.000, 4.912, 1188.777
1460080861.454230, 244.500, 4.912, 1201.057
1460080861.454430, 243.500, 4.912, 1196.145
1460080861.454630, 244.500, 4.912, 1201.057
1460080861.454830, 242.500, 4.912, 1191.233
1460080861.455030, 242.000, 4.912, 1188.777
1460080861.455230, 242.000, 4.912, 1188.777
1460080861.455430, 242.000, 4.912, 1188.777
1460080861.455630, 241.500, 4.912, 1186.320
1460080861.455830, 242.000, 4.912, 1188.777
1460080861.456030, 242.000, 4.912, 1188.777
1460080861.456230, 241.500, 4.912, 1186.320
1460080861.456430, 241.500, 4.912, 1186.320
1460080861.456630, 241.500, 4.912, 1186.320
1460080861.456830, 242.000, 4.912, 1188.777
1460080861.457030, 241.500, 4.912, 1186.320
1460080861.457230, 241.000, 4.912, 1183.864
1460080861.457430, 241.500, 4.912, 1186.320
1460080861.457630, 241.000, 4.912, 1183.864
1460080861.457830, 241.000, 4.912, 1183.864
1460080861.458030, 240.500, 4.912, 1181.408
1460080861.458230, 240.500, 4.912, 1181.408
1460080861.458430, 241.000, 4.912, 1183.864
1460080861.458630, 241.000, 4.912, 1183.864
1460080861.458830, 240.500, 4.912, 1181.408
1460080861.459030, 240.000, 4.912, 1178.952
1460080861.459230, 240.500, 4.912, 1181.408
1460080861.459430, 240.500, 4.912, 1181.408
