Time (s), Avg Current (mA), Avg Voltage (V), Avg Power (mW)
1460081188.282870, 291.500, 4.905, 1429.778
1460081188.283070, 291.500, 4.905, 1429.778
1460081188.283270, 291.500, 4.905, 1429.778
1460081188.283470, 290.500, 4.905, 1424.873
1460081188.283670, 293.000, 4.905, 1437.136
1460081188.283870, 294.500, 4.905, 1444.493
1460081188.284070, 292.000, 4.905, 1432.231
1460081188.284270, 291.000, 4.905, 1427.326
1460081188.284470, 288.500, 4.905, 1415.064
1460081188.284670, 285.500, 4.905, 1400.349
1460081188.284870, 284.500, 4.905, 1395.444
1460081188.285070, 284.500, 4.905, 1395.444
1460081188.285270, 285.500, 4.905, 1400.349
1460081188.285470, 285.000, 4.905, 1397.897
1460081188.285670, 286.500, 4.905, 1405.254
1460081188.285870, 286.500, 4.905, 1405.254
1460081188.286070, 289.500, 4.905, 1419.969
1460081188.286270, 288.500, 4.905, 1415.064
1460081188.286470, 286.500, 4.905, 1405.254
1460081188.286670, 286.000, 4.905, 1402.801
1460081188.286870, 286.000, 4.905, 1402.801
1460081188.287070, 285.500, 4.905, 1400.349
1460081188.287270, 286.000, 4.905, 1402.801
1460081188.287470, 285.000, 4.905, 1397.897
1460081188.287670, 285.500, 4.905, 1400.349
1460081188.287870, 286.500, 4.905, 1405.254
1460081188.288070, 287.000, 4.905, 1407.706
1460081188.288270, 287.000, 4.905, 1407.706
1460081188.288470, 286.500, 4.905, 1405.254
1460081188.288670, 289.000, 4.905, 1417.516
1460081188.288870, 290.500, 4.905, 1424.873
1460081188.289070, 292.000, 4.905, 1432.231
1460081188.289270, 292.500, 4.905, 1434.683
1460081188.289470, 278.500, 4.905, 1366.015
1460081188.289670, 251.000, 4.905, 1231.130
1460081188.289870, 240.000, 4.905, 1177.176
1460081188.290070, 240.500, 4.905, 1179.628
1460081188.290270, 240.500, 4.905, 1179.628
1460081188.290470, 240.500, 4.905, 1179.628
1460081188.290670, 241.500, 4.905, 1184.533
1460081188.290870, 240.500, 4.905, 1179.628
1460081188.291070, 241.000, 4.905, 1182.081
1460081188.291270, 240.500, 4.905, 1179.628
1460081188.291470, 240.500, 4.905, 1179.628
1460081188.291670, 243.000, 4.905, 1191.891
1460081188.291870, 244.000, 4.905, 1196.796
1460081188.292070, 242.000, 4.905, 1186.986
1460081188.292270, 240.500, 4.905, 1179.628
1460081188.292470, 241.000, 4.905, 1182.081
1460081188.292670, 241.000, 4.905, 1182.081
1460081188.292870, 241.000, 4.905, 1182.081
1460081188.293070, 255.000, 4.905, 1250.750
1460081188.293270, 246.000, 4.905, 1206.605
1460081188.293470, 241.500, 4.905, 1184.533
1460081188.293670, 246.000, 4.905, 1206.605
1460081188.293870, 259.000, 4.905, 1270.369
1460081188.294070, 252.500, 4.905, 1238.487
1460081188.294270, 243.500, 4.905, 1194.343
1460081188.294470, 241.000, 4.905, 1182.081
1460081188.294670, 241.000, 4.905, 1182.081
1460081188.294870, 241.000, 4.905, 1182.081
1460081188.295070, 241.500, 4.905, 1184.533
1460081188.295270, 242.000, 4.905, 1186.986
1460081188.295470, 241.000, 4.905, 1182.081
1460081188.295670, 244.000, 4.905, 1196.796
1460081188.295870, 248.000, 4.905, 1216.415
1460081188.296070, 247.000, 4.905, 1211.510
1460081188.296270, 247.500, 4.905, 1213.963
1460081188.296470, 250.000, 4.905, 1226.225
1460081188.296670, 251.000, 4.905, 1231.130
1460081188.296870, 251.000, 4.905, 1231.130
1460081188.297070, 250.500, 4.905, 1228.677
1460081188.297270, 250.000, 4.905, 1226.225
1460081188.297470, 247.500, 4.905, 1213.963
1460081188.297670, 246.500, 4.905, 1209.058
1460081188.297870, 244.500, 4.905, 1199.248
1460081188.298070, 241.500, 4.905, 1184.533
1460081188.298270, 241.000, 4.905, 1182.081
1460081188.298470, 240.500, 4.905, 1179.628
1460081188.298670, 244.000, 4.905, 1196.796
1460081188.298870, 244.500, 4.905, 1199.248
1460081188.299070, 241.500, 4.905, 1184.533
1460081188.299270, 240.500, 4.905, 1179.628
1460081188.299470, 245.000, 4.905, 1201.701
1460081188.299670, 239.000, 4.905, 1172.271
1460081188.299870, 244.000, 4.905, 1196.796
1460081188.300070, 240.000, 4.905, 1177.176
1460081188.300270, 239.500, 4.905, 1174.724
1460081188.300470, 240.500, 4.905, 1179.628
1460081188.300670, 239.500, 4.905, 1174.724
1460081188.300870, 239.500, 4.905, 1174.724
1460081188.301070, 240.000, 4.905, 1177.176
1460081188.301270, 239.500, 4.905, 1174.724
1460081188.301470, 238.500, 4.905, 1169.819
1460081188.301670, 241.000, 4.905, 1182.081
1460081188.301870, 240.500, 4.905, 1179.628
1460081188.302070, 242.500, 4.905, 1189.438
1460081188.302270, 240.500, 4.905, 1179.628
1460081188.302470, 239.500, 4.905, 1174.724
1460081188.302670, 241.000, 4.905, 1182.081
1460081188.302870, 240.500, 4.905, 1179.628
1460081188.303070, 241.000, 4.905, 1182.081
1460081188.303270, 240.500, 4.905, 1179.628
1460081188.303470, 240.500, 4.905, 1179.628
1460081188.303670, 241.000, 4.905, 1182.081
1460081188.303870, 241.000, 4.905, 1182.081
1460081188.304070, 241.000, 4.905, 1182.081
1460081188.304270, 240.500, 4.905, 1179.628
1460081188.304470, 240.500, 4.905, 1179.628
1460081188.304670, 240.500, 4.905, 1179.628
1460081188.304870, 240.500, 4.905, 1179.628
1460081188.305070, 240.500, 4.905, 1179.628
1460081188.305270, 240.000, 4.905, 1177.176
1460081188.305470, 240.500, 4.905, 1179.628
1460081188.305670, 241.000, 4.905, 1182.081
1460081188.305870, 241.000, 4.905, 1182.081
1460081188.306070, 241.500, 4.905, 1184.533
1460081188.306270, 241.500, 4.905, 1184.533
1460081188.306470, 241.000, 4.905, 1182.081
1460081188.306670, 241.000, 4.905, 1182.081
1460081188.306870, 241.000, 4.905, 1182.081
1460081188.307070, 241.000, 4.905, 1182.081
1460081188.307270, 241.000, 4.905, 1182.081
1460081188.307470, 240.500, 4.905, 1179.628
1460081188.307670, 242.000, 4.905, 1186.986
1460081188.307870, 243.500, 4.905, 1194.343
1460081188.308070, 241.500, 4.905, 1184.533
1460081188.308270, 241.000, 4.905, 1182.081
1460081188.308470, 240.500, 4.905, 1179.628
1460081188.308670, 241.000, 4.905, 1182.081
1460081188.308870, 241.000, 4.905, 1182.081
1460081188.309070, 240.500, 4.905, 1179.628
1460081188.309270, 241.000, 4.905, 1182.081
1460081188.309470, 240.500, 4.905, 1179.628
1460081188.309670, 242.500, 4.905, 1189.438
1460081188.309870, 242.000, 4.905, 1186.986
1460081188.310070, 243.500, 4.905, 1194.343
1460081188.310270, 242.000, 4.905, 1186.986
1460081188.310470, 241.500, 4.905, 1184.533
1460081188.310670, 241.000, 4.905, 1182.081
1460081188.310870, 240.500, 4.905, 1179.628
1460081188.311070, 241.000, 4.905, 1182.081
1460081188.311270, 241.000, 4.905, 1182.081
1460081188.311470, 241.000, 4.905, 1182.081
1460081188.311670, 243.000, 4.905, 1191.891
1460081188.311870, 242.000, 4.905, 1186.986
1460081188.312070, 244.000, 4.905, 1196.796
1460081188.312270, 242.000, 4.905, 1186.986
1460081188.312470, 240.500, 4.905, 1179.628
1460081188.312670, 241.000, 4.905, 1182.081
1460081188.312870, 241.000, 4.905, 1182.081
1460081188.313070, 240.500, 4.905, 1179.628
1460081188.313270, 240.500, 4.905, 1179.628
1460081188.313470, 241.000, 4.905, 1182.081
1460081188.313670, 244.000, 4.905, 1196.796
1460081188.313870, 248.000, 4.905, 1216.415
1460081188.314070, 246.500, 4.905, 1209.058
1460081188.314270, 247.000, 4.905, 1211.510
1460081188.314470, 250.500, 4.905, 1228.677
1460081188.314670, 251.500, 4.905, 1233.582
1460081188.314870, 250.000, 4.905, 1226.225
1460081188.315070, 251.000, 4.905, 1231.130
1460081188.315270, 251.000, 4.905, 1231.130
1460081188.315470, 248.000, 4.905, 1216.415
1460081188.315670, 253.000, 4.905, 1240.940
1460081188.315870, 255.500, 4.905, 1253.202
1460081188.316070, 244.000, 4.905, 1196.796
1460081188.316270, 241.500, 4.905, 1184.533
1460081188.316470, 240.500, 4.905, 1179.628
1460081188.316670, 239.500, 4.905, 1174.724
1460081188.316870, 239.500, 4.905, 1174.724
1460081188.317070, 240.500, 4.905, 1179.628
1460081188.317270, 239.500, 4.905, 1174.724
1460081188.317470, 243.500, 4.905, 1194.343
1460081188.317670, 237.500, 4.905, 1164.914
1460081188.317870, 241.000, 4.905, 1182.081
1460081188.318070, 242.000, 4.905, 1186.986
1460081188.318270, 240.000, 4.905, 1177.176
1460081188.318470, 239.000, 4.905, 1172.271
1460081188.318670, 239.500, 4.905, 1174.724
1460081188.318870, 239.500, 4.905, 1174.724
1460081188.319070, 239.000, 4.905, 1172.271
1460081188.319270, 240.000, 4.905, 1177.176
1460081188.319470, 240.500, 4.905, 1179.628
1460081188.319670, 240.500, 4.905, 1179.628
1460081188.319870, 240.500, 4.905, 1179.628
1460081188.320070, 240.500, 4.905, 1179.628
1460081188.320270, 240.500, 4.905, 1179.628
1460081188.320470, 241.000, 4.905, 1182.081
1460081188.320670, 240.500, 4.905, 1179.628
1460081188.320870, 240.500, 4.905, 1179.628
1460081188.321070, 240.500, 4.905, 1179.628
1460081188.321270, 240.500, 4.905, 1179.628
1460081188.321470, 240.500, 4.905, 1179.628
1460081188.321670, 240.500, 4.905, 1179.628
1460081188.321870, 240.000, 4.905, 1177.176
1460081188.322070, 239.500, 4.905, 1174.724
1460081188.322270, 240.500, 4.905, 1179.628
1460081188.322470, 241.000, 4.905, 1182.081
1460081188.322670, 241.000, 4.905, 1182.081
1460081188.322870, 241.000, 4.905, 1182.081
1460081188.323070, 241.000, 4.905, 1182.081
1460081188.323270, 240.500, 4.905, 1179.628
1460081188.323470, 240.500, 4.905, 1179.628
1460081188.323670, 242.500, 4.905, 1189.438
1460081188.323870, 244.500, 4.905, 1199.248
1460081188.324070, 241.500, 4.905, 1184.533
1460081188.324270, 241.000, 4.905, 1182.081
1460081188.324470, 240.500, 4.905, 1179.628
1460081188.324670, 241.000, 4.905, 1182.081
1460081188.324870, 241.000, 4.905, 1182.081
1460081188.325070, 241.000, 4.905, 1182.081
1460081188.325270, 242.000, 4.905, 1186.986
1460081188.325470, 241.000, 4.905, 1182.081
1460081188.325670, 242.000, 4.905, 1186.986
1460081188.325870, 242.000, 4.905, 1186.986
1460081188.326070, 244.000, 4.905, 1196.796
1460081188.326270, 242.000, 4.905, 1186.986
1460081188.326470, 240.500, 4.905, 1179.628
1460081188.326670, 241.000, 4.905, 1182.081
1460081188.326870, 240.500, 4.905, 1179.628
1460081188.327070, 241.000, 4.905, 1182.081
1460081188.327270, 240.500, 4.905, 1179.628
1460081188.327470, 240.500, 4.905, 1179.628
1460081188.327670, 240.500, 4.905, 1179.628
1460081188.327870, 241.000, 4.905, 1182.081
1460081188.328070, 240.500, 4.905, 1179.628
1460081188.328270, 240.500, 4.905, 1179.628
1460081188.328470, 240.000, 4.905, 1177.176
1460081188.328670, 240.500, 4.905, 1179.628
1460081188.328870, 241.000, 4.905, 1182.081
1460081188.329070, 241.000, 4.905, 1182.081
1460081188.329270, 240.500, 4.905, 1179.628
1460081188.329470, 240.500, 4.905, 1179.628
1460081188.329670, 241.000, 4.905, 1182.081
1460081188.329870, 241.000, 4.905, 1182.081
1460081188.330070, 240.000, 4.905, 1177.176
1460081188.330270, 241.000, 4.905, 1182.081
1460081188.330470, 241.000, 4.905, 1182.081
1460081188.330670, 241.000, 4.905, 1182.081
1460081188.330870, 240.500, 4.905, 1179.628
1460081188.331070, 240.500, 4.905, 1179.628
1460081188.331270, 240.500, 4.905, 1179.628
1460081188.331470, 241.500, 4.905, 1184.533
1460081188.331670, 245.500, 4.905, 1204.153
1460081188.331870, 251.000, 4.905, 1231.130
1460081188.332070, 247.000, 4.905, 1211.510
1460081188.332270, 246.500, 4.905, 1209.058
1460081188.332470, 250.000, 4.905, 1226.225
1460081188.332670, 251.500, 4.905, 1233.582
1460081188.332870, 250.500, 4.905, 1228.677
1460081188.333070, 250.000, 4.905, 1226.225
1460081188.333270, 249.500, 4.905, 1223.773
1460081188.333470, 246.500, 4.905, 1209.058
1460081188.333670, 246.500, 4.905, 1209.058
1460081188.333870, 245.000, 4.905, 1201.701
1460081188.334070, 243.000, 4.905, 1191.891
1460081188.334270, 240.500, 4.905, 1179.628
1460081188.334470, 240.500, 4.905, 1179.628
1460081188.334670, 239.500, 4.905, 1174.724
1460081188.334870, 240.000, 4.905, 1177.176
1460081188.335070, 239.000, 4.905, 1172.271
1460081188.335270, 240.000, 4.905, 1177.176
1460081188.335470, 243.500, 4.905, 1194.343
1460081188.335670, 236.000, 4.905, 1157.556
1460081188.335870, 240.000, 4.905, 1177.176
1460081188.336070, 241.000, 4.905, 1182.081
1460081188.336270, 241.500, 4.905, 1184.533
1460081188.336470, 241.000, 4.905, 1182.081
1460081188.336670, 240.500, 4.905, 1179.628
1460081188.336870, 240.500, 4.905, 1179.628
1460081188.337070, 241.000, 4.905, 1182.081
1460081188.337270, 241.000, 4.905, 1182.081
1460081188.337470, 241.000, 4.905, 1182.081
1460081188.337670, 240.500, 4.905, 1179.628
1460081188.337870, 241.000, 4.905, 1182.081
1460081188.338070, 241.000, 4.905, 1182.081
1460081188.338270, 240.500, 4.905, 1179.628
1460081188.338470, 239.500, 4.905, 1174.724
1460081188.338670, 240.500, 4.905, 1179.628
1460081188.338870, 241.000, 4.905, 1182.081
1460081188.339070, 241.000, 4.905, 1182.081
1460081188.339270, 241.000, 4.905, 1182.081
1460081188.339470, 241.000, 4.905, 1182.081
1460081188.339670, 242.500, 4.905, 1189.438
1460081188.339870, 243.000, 4.905, 1191.891
1460081188.340070, 242.500, 4.905, 1189.438
1460081188.340270, 241.000, 4.905, 1182.081
1460081188.340470, 241.000, 4.905, 1182.081
1460081188.340670, 241.000, 4.905, 1182.081
1460081188.340870, 241.000, 4.905, 1182.081
1460081188.341070, 241.000, 4.905, 1182.081
1460081188.341270, 240.500, 4.905, 1179.628
1460081188.341470, 241.000, 4.905, 1182.081
1460081188.341670, 242.500, 4.905, 1189.438
1460081188.341870, 242.000, 4.905, 1186.986
1460081188.342070, 243.500, 4.905, 1194.343
1460081188.342270, 242.000, 4.905, 1186.986
1460081188.342470, 241.000, 4.905, 1182.081
1460081188.342670, 240.500, 4.905, 1179.628
1460081188.342870, 240.500, 4.905, 1179.628
1460081188.343070, 241.000, 4.905, 1182.081
1460081188.343270, 240.500, 4.905, 1179.628
1460081188.343470, 240.500, 4.905, 1179.628
1460081188.343670, 241.000, 4.905, 1182.081
1460081188.343870, 240.500, 4.905, 1179.628
1460081188.344070, 241.500, 4.905, 1184.533
1460081188.344270, 241.000, 4.905, 1182.081
1460081188.344470, 241.000, 4.905, 1182.081
1460081188.344670, 240.500, 4.905, 1179.628
1460081188.344870, 240.500, 4.905, 1179.628
1460081188.345070, 241.500, 4.905, 1184.533
1460081188.345270, 241.000, 4.905, 1182.081
1460081188.345470, 241.000, 4.905, 1182.081
1460081188.345670, 240.500, 4.905, 1179.628
1460081188.345870, 241.000, 4.905, 1182.081
1460081188.346070, 241.500, 4.905, 1184.533
1460081188.346270, 241.500, 4.905, 1184.533
1460081188.346470, 241.000, 4.905, 1182.081
1460081188.346670, 240.000, 4.905, 1177.176
1460081188.346870, 241.500, 4.905, 1184.533
1460081188.347070, 241.000, 4.905, 1182.081
1460081188.347270, 241.500, 4.905, 1184.533
1460081188.347470, 241.000, 4.905, 1182.081
1460081188.347670, 242.500, 4.905, 1189.438
1460081188.347870, 244.500, 4.905, 1199.248
1460081188.348070, 242.000, 4.905, 1186.986
1460081188.348270, 241.000, 4.905, 1182.081
1460081188.348470, 240.500, 4.905, 1179.628
1460081188.348670, 240.500, 4.905, 1179.628
1460081188.348870, 240.500, 4.905, 1179.628
1460081188.349070, 240.500, 4.905, 1179.628
1460081188.349270, 240.500, 4.905, 1179.628
1460081188.349470, 241.000, 4.905, 1182.081
1460081188.349670, 245.500, 4.905, 1204.153
1460081188.349870, 249.000, 4.905, 1221.320
1460081188.350070, 248.000, 4.905, 1216.415
1460081188.350270, 247.500, 4.905, 1213.963
1460081188.350470, 249.500, 4.905, 1223.773
1460081188.350670, 250.500, 4.905, 1228.677
1460081188.350870, 249.500, 4.905, 1223.773
1460081188.351070, 249.500, 4.905, 1223.773
1460081188.351270, 249.000, 4.905, 1221.320
1460081188.351470, 246.000, 4.905, 1206.605
1460081188.351670, 244.500, 4.905, 1199.248
1460081188.351870, 243.500, 4.905, 1194.343
1460081188.352070, 240.500, 4.905, 1179.628
1460081188.352270, 239.500, 4.905, 1174.724
1460081188.352470, 239.500, 4.905, 1174.724
1460081188.352670, 240.500, 4.905, 1179.628
1460081188.352870, 240.500, 4.905, 1179.628
1460081188.353070, 241.000, 4.905, 1182.081
1460081188.353270, 241.000, 4.905, 1182.081
1460081188.353470, 244.500, 4.905, 1199.248
1460081188.353670, 237.000, 4.905, 1162.461
1460081188.353870, 240.500, 4.905, 1179.628
1460081188.354070, 241.000, 4.905, 1182.081
1460081188.354270, 241.000, 4.905, 1182.081
1460081188.354470, 241.000, 4.905, 1182.081
1460081188.354670, 240.500, 4.905, 1179.628
1460081188.354870, 241.000, 4.905, 1182.081
1460081188.355070, 240.500, 4.905, 1179.628
1460081188.355270, 240.500, 4.905, 1179.628
1460081188.355470, 240.500, 4.905, 1179.628
1460081188.355670, 242.000, 4.905, 1186.986
1460081188.355870, 243.500, 4.905, 1194.343
1460081188.356070, 242.000, 4.905, 1186.986
1460081188.356270, 241.000, 4.905, 1182.081
1460081188.356470, 241.500, 4.905, 1184.533
1460081188.356670, 241.000, 4.905, 1182.081
1460081188.356870, 241.000, 4.905, 1182.081
1460081188.357070, 241.000, 4.905, 1182.081
1460081188.357270, 241.000, 4.905, 1182.081
1460081188.357470, 241.000, 4.905, 1182.081
1460081188.357670, 242.000, 4.905, 1186.986
1460081188.357870, 242.500, 4.905, 1189.438
1460081188.358070, 243.500, 4.905, 1194.343
1460081188.358270, 242.500, 4.905, 1189.438
1460081188.358470, 241.500, 4.905, 1184.533
1460081188.358670, 241.000, 4.905, 1182.081
1460081188.358870, 241.000, 4.905, 1182.081
1460081188.359070, 241.000, 4.905, 1182.081
1460081188.359270, 240.500, 4.905, 1179.628
1460081188.359470, 254.500, 4.905, 1248.297
1460081188.359670, 248.000, 4.905, 1216.415
1460081188.359870, 242.500, 4.905, 1189.438
1460081188.360070, 241.500, 4.905, 1184.533
1460081188.360270, 241.500, 4.905, 1184.533
1460081188.360470, 241.000, 4.905, 1182.081
1460081188.360670, 241.000, 4.905, 1182.081
1460081188.360870, 241.000, 4.905, 1182.081
1460081188.361070, 240.500, 4.905, 1179.628
1460081188.361270, 241.000, 4.905, 1182.081
1460081188.361470, 240.500, 4.905, 1179.628
1460081188.361670, 241.000, 4.905, 1182.081
1460081188.361870, 241.000, 4.905, 1182.081
1460081188.362070, 241.000, 4.905, 1182.081
1460081188.362270, 241.000, 4.905, 1182.081
1460081188.362470, 241.000, 4.905, 1182.081
1460081188.362670, 241.000, 4.905, 1182.081
1460081188.362870, 241.000, 4.905, 1182.081
1460081188.363070, 241.000, 4.905, 1182.081
1460081188.363270, 240.000, 4.905, 1177.176
1460081188.363470, 241.000, 4.905, 1182.081
1460081188.363670, 243.500, 4.905, 1194.343
1460081188.363870, 245.000, 4.905, 1201.701
1460081188.364070, 242.000, 4.905, 1186.986
1460081188.364270, 241.500, 4.905, 1184.533
1460081188.364470, 241.500, 4.905, 1184.533
1460081188.364670, 240.500, 4.905, 1179.628
1460081188.364870, 240.000, 4.905, 1177.176
1460081188.365070, 241.000, 4.905, 1182.081
1460081188.365270, 241.500, 4.905, 1184.533
1460081188.365470, 241.000, 4.905, 1182.081
1460081188.365670, 242.500, 4.905, 1189.438
1460081188.365870, 242.000, 4.905, 1186.986
1460081188.366070, 244.500, 4.905, 1199.248
1460081188.366270, 242.500, 4.905, 1189.438
1460081188.366470, 241.000, 4.905, 1182.081
1460081188.366670, 240.000, 4.905, 1177.176
1460081188.366870, 239.500, 4.905, 1174.724
1460081188.367070, 240.000, 4.905, 1177.176
1460081188.367270, 239.000, 4.905, 1172.271
1460081188.367470, 239.000, 4.905, 1172.271
1460081188.367670, 242.000, 4.905, 1186.986
1460081188.367870, 247.500, 4.905, 1213.963
1460081188.368070, 245.000, 4.905, 1201.701
1460081188.368270, 245.000, 4.905, 1201.701
1460081188.368470, 249.000, 4.905, 1221.320
1460081188.368670, 250.000, 4.905, 1226.225
1460081188.368870, 249.000, 4.905, 1221.320
1460081188.369070, 248.000, 4.905, 1216.415
1460081188.369270, 249.000, 4.905, 1221.320
1460081188.369470, 247.500, 4.905, 1213.963
1460081188.369670, 246.500, 4.905, 1209.058
1460081188.369870, 245.500, 4.905, 1204.153
1460081188.370070, 241.000, 4.905, 1182.081
1460081188.370270, 239.500, 4.905, 1174.724
1460081188.370470, 242.000, 4.905, 1186.986
1460081188.370670, 241.500, 4.905, 1184.533
1460081188.370870, 241.500, 4.905, 1184.533
1460081188.371070, 241.000, 4.905, 1182.081
1460081188.371270, 240.500, 4.905, 1179.628
1460081188.371470, 244.500, 4.905, 1199.248
1460081188.371670, 237.500, 4.905, 1164.914
1460081188.371870, 244.000, 4.905, 1196.796
1460081188.372070, 241.500, 4.905, 1184.533
1460081188.372270, 241.000, 4.905, 1182.081
1460081188.372470, 241.000, 4.905, 1182.081
1460081188.372670, 241.000, 4.905, 1182.081
1460081188.372870, 241.000, 4.905, 1182.081
1460081188.373070, 241.000, 4.905, 1182.081
1460081188.373270, 242.000, 4.905, 1186.986
1460081188.373470, 242.000, 4.905, 1186.986
1460081188.373670, 242.500, 4.905, 1189.438
1460081188.373870, 242.000, 4.905, 1186.986
1460081188.374070, 244.000, 4.905, 1196.796
1460081188.374270, 242.500, 4.905, 1189.438
1460081188.374470, 241.000, 4.905, 1182.081
1460081188.374670, 240.500, 4.905, 1179.628
1460081188.374870, 241.500, 4.905, 1184.533
1460081188.375070, 241.000, 4.905, 1182.081
1460081188.375270, 241.500, 4.905, 1184.533
1460081188.375470, 241.000, 4.905, 1182.081
1460081188.375670, 241.000, 4.905, 1182.081
1460081188.375870, 241.000, 4.905, 1182.081
1460081188.376070, 242.000, 4.905, 1186.986
1460081188.376270, 242.500, 4.905, 1189.438
1460081188.376470, 243.000, 4.905, 1191.891
1460081188.376670, 243.000, 4.905, 1191.891
1460081188.376870, 243.000, 4.905, 1191.891
1460081188.377070, 243.500, 4.905, 1194.343
1460081188.377270, 243.000, 4.905, 1191.891
1460081188.377470, 242.000, 4.905, 1186.986
1460081188.377670, 243.500, 4.905, 1194.343
1460081188.377870, 243.500, 4.905, 1194.343
1460081188.378070, 243.000, 4.905, 1191.891
1460081188.378270, 242.500, 4.905, 1189.438
1460081188.378470, 243.000, 4.905, 1191.891
1460081188.378670, 243.000, 4.905, 1191.891
1460081188.378870, 242.000, 4.905, 1186.986
1460081188.379070, 243.500, 4.905, 1194.343
